key,value
SDGS.17.TARGETS.17.INDICATORS.2.SOURCE,- [Entidades jurídicas del Registre d’entitats de Catalunya](https://analisi.transparenciacatalunya.cat/Legislaci-just-cia/Entitats-jur-diques-del-Registre-d-entitats-de-Cat/y6fz-g3ff/about_data) (Dades Obertes de Catalunya)\n- [Dades històriques de població dels municipis de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)
SDGS.17.TARGETS.17.INDICATORS.2.UNIT,entidades/100.000 hab.
SDGS.17.TARGETS.17.INDICATORS.2.VALUES.1.TITLE,Número de entidades nuevas
SDGS.17.TARGETS.17.INDICATORS.2.VALUES.1.UNIT,entidades
SDGS.17.TARGETS.17.INDICATORS.2.VALUES.2.TITLE,Población total
SDGS.17.TARGETS.17.INDICATORS.2.VALUES.2.UNIT,personas
SDGS.17.TARGETS.18.DESCRIPTION,"Mejorar la disponibilidad de datos de alta calidad, oportunos y fiables"
SDGS.17.TARGETS.19.DESCRIPTION,Fomentar y apoyar la creación de sistemas de seguimiento e indicadores que permitan medir los progresos en el logro de los ODS.
SDGS.undefined.TARGETS.undefined.INDICATORS.undefined.SOURCE,"- [RFDB y RFDB por habitante](https://api.idescat.cat/taules/v2/rfdbc/13301/14148/) (IDESCAT)

Consumos de combustibles líquidos estimados a partir de datos provinciales y catalanes. Datos de RFDB a escala municipal: para municipios pequeños se utiliza el dato comarcal. Datos de movilidad a partir del parque de vehículos; no se incluye el gasto en transporte público."
PROGRAMS.0,DEUDA PÚBLICA
PROGRAMS.1,SERVICIOS PÚBLICOS BÁSICOS
PROGRAMS.2,ACTUACIONES DE PROTECCIÓN Y PROMOCIÓN SOCIAL
PROGRAMS.3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE
PROGRAMS.4,ACTUACIONES DE CARÁCTER ECONÓMICO
PROGRAMS.9,ACTUACIONES DE CARÁCTER GENERAL
PROGRAMS.13,Seguridad y movilidad ciudadana
PROGRAMS.15,Vivienda y urbanismo
PROGRAMS.16,Bienestar comunitario
PROGRAMS.17,Medio ambiente
PROGRAMS.21,Pensiones
PROGRAMS.22,Otras prestaciones económicas a favor de empleados
PROGRAMS.23,Servicios Sociales y promoción social
PROGRAMS.24,Fomento del Empleo
PROGRAMS.31,Sanidad
PROGRAMS.32,Educación
PROGRAMS.33,Cultura
PROGRAMS.34,Deporte
PROGRAMS.41,"Agricultura, Ganadería y Pesca"
PROGRAMS.42,Industria y energía
PROGRAMS.43,"Comercio, turismo y pequeñas y medianas empresas"
PROGRAMS.44,Transporte público
PROGRAMS.45,Infraestructuras
PROGRAMS.46,"Investigación, desarrollo e innovación"
PROGRAMS.49,Otras actuaciones de carácter económico
PROGRAMS.91,Órganos de gobierno
PROGRAMS.92,Servicios de carácter general
PROGRAMS.93,Administración financiera y tributaria
PROGRAMS.94,Transferencias a otras Administraciones Públicas
PROGRAMS.130,Administración General de la Seguridad y Protección Civil
PROGRAMS.132,Seguridad y orden público
PROGRAMS.133,Ordenación del tráfico y del estacionamiento
PROGRAMS.134,Movilidad urbana
PROGRAMS.135,Protección civil
PROGRAMS.136,Servicio de prevención y extinción de incendios
PROGRAMS.150,Administración General de Vivienda y Urbanismo
PROGRAMS.151,"Urbanismo: planeamiento, gestión, ejecución y disciplina urbanística"
PROGRAMS.152,Vivienda
PROGRAMS.153,Vías públicas
PROGRAMS.160,Alcantarillado
PROGRAMS.161,Suministro domiciliario de agua potable
PROGRAMS.162,"Recogida, gestión y tratamiento de residuos"
PROGRAMS.163,Limpieza viaria
PROGRAMS.164,Cementerios y servicios funerarios
PROGRAMS.165,Alumbrado público
PROGRAMS.170,Administración general del medio ambiente
PROGRAMS.171,Parques y jardines
PROGRAMS.172,Protección y mejora del medio ambiente
PROGRAMS.211,Pensiones
PROGRAMS.221,Otras prestaciones económicas a favor de empleados
PROGRAMS.231,Asistencia social primaria
PROGRAMS.241,Fomento del Empleo
PROGRAMS.311,Protección de la salubridad pública
PROGRAMS.312,"Hospitales, servicios asistenciales y centros de salud"
PROGRAMS.320,Administración general de educación
PROGRAMS.321,Creación de Centros docentes de enseñanza preescolar y primaria
PROGRAMS.322,Creación de Centros docentes de enseñanza secundaria
PROGRAMS.323,"Funcionamiento de Centros docentes de enseñanza preescolar, primaria y educación especial"
PROGRAMS.324,Funcionamiento de Centros docentes de enseñanza secundaria
PROGRAMS.325,Vigilancia del cumplimiento de la escolaridad obligatoria
PROGRAMS.326,Servicios complementarios de educación
PROGRAMS.327,Fomento de la convivencia ciudadana
PROGRAMS.330,Administración General de Cultura
PROGRAMS.332,Bibliotecas y Archivos
PROGRAMS.333,Equipamientos culturales y museos
PROGRAMS.334,Promoción cultural
PROGRAMS.336,Protección y gestión del Patrimonio Histórico-Artístico
PROGRAMS.337,Instalaciones de ocio
PROGRAMS.338,Fiestas populares y celebraciones
PROGRAMS.340,Administración General de Deportes
PROGRAMS.341,Promoción y fomento del deporte
PROGRAMS.342,Instalaciones deportivas
PROGRAMS.410,"Administración General de Agricultura, Ganadería y Pesca"
PROGRAMS.412,Mejora de las estructuras agropecuarias y de los sistemas productivos
PROGRAMS.414,Desarrollo rural
PROGRAMS.415,Protección y desarrollo de los recursos pesqueros
PROGRAMS.419,"Otras actuaciones en agricultura, ganadería y pesca"
PROGRAMS.420,Administración General de Industria y energía
PROGRAMS.422,Industria
PROGRAMS.423,Minería
PROGRAMS.425,Energía
PROGRAMS.430,"Administración General de Comercio, turismo y pequeñas y medianas empresas"
PROGRAMS.431,Comercio
PROGRAMS.432,Información y promoción turística
PROGRAMS.433,Desarrollo empresarial
PROGRAMS.439,Otras actuaciones sectoriales
PROGRAMS.440,Administración general del transporte
PROGRAMS.441,Transporte de viajeros
PROGRAMS.442,Infraestructuras del transporte
PROGRAMS.443,Transporte de mercancías
PROGRAMS.450,Administración General de Infraestructuras
PROGRAMS.452,Recursos Hidráulicos
PROGRAMS.453,Carreteras
PROGRAMS.454,Caminos vecinales
PROGRAMS.459,Otras infraestructuras
PROGRAMS.462,Investigación y estudios relacionados con los servicios públicos
PROGRAMS.463,"Investigación científica, técnica y aplicada"
PROGRAMS.491,Sociedad de la información
PROGRAMS.492,Gestión del conocimiento
PROGRAMS.493,Protección de consumidores y usuarios
PROGRAMS.912,Órganos de gobierno
PROGRAMS.920,Administración General
PROGRAMS.922,Coordinación y organización institucional de las entidades locales
PROGRAMS.923,Información básica y estadística
PROGRAMS.924,Participación ciudadana
PROGRAMS.925,Atención a los ciudadanos
PROGRAMS.926,Comunicaciones internas
PROGRAMS.929,"Imprevistos, situaciones transitorias y contingencias de ejecución"
PROGRAMS.931,Política económica y fiscal
PROGRAMS.932,Gestión del sistema tributario
PROGRAMS.933,Gestión del patrimonio
PROGRAMS.934,Gestión de la deuda y de la tesorería
PROGRAMS.941,Transferencias a Comunidades Autónomas
PROGRAMS.942,Transferencias a Entidades Locales territoriales
PROGRAMS.943,Transferencias a otras Entidades Locales
PROGRAMS.944,Transferencias a la Administración General del Estado
PROGRAMS.1521,Promoción y gestión de vivienda de protección pública
PROGRAMS.1522,Conservación y rehabilitación de la edificación
PROGRAMS.1531,Acceso a los núcleos de población
PROGRAMS.1532,Pavimentación de vías públicas
PROGRAMS.1621,Recogida de residuos
PROGRAMS.1622,Gestión de residuos sólidos urbanos
PROGRAMS.1623,Tratamiento de residuos
PROGRAMS.1721,"Protección contra la contaminación acústica, lumínica y atmosférica en zonas urbanas"
PROGRAMS.3321,Bibliotecas Públicas
PROGRAMS.3322,Archivos
PROGRAMS.4311,Ferias
PROGRAMS.4312,"Mercados, Abastos y Lonjas"
PROGRAMS.4313,Comercio Ambulante
PROGRAMS.4411,Transporte colectivo urbano de viajeros
PROGRAMS.4412,Otros transportes de viajeros
PROGRAMS.9231,Gestión del Padrón Municipal de Habitantes
PROGRAMS.01,Deuda Pública
PROGRAMS.011,Deuda Pública
COMARCA,Comarca
RENDA_FAMILIAR,Renta mediana
INDEX_GLOBAL_SDG,Índice global ODS
TIPUS_GRAFIC,Tipos de gráfico
PLANS_TITLE,Planes estratégicos
VALORATION_TITLE,Valoración ciudadana
VALORATION_SUBTITLE,"La valoración ciudadana sobre aspectos relacionados con los ODS proviene de una selección de preguntas del Dibarómetro, la encuesta sobre la percepción ciudadana del municipio, los servicios y la administración de los ayuntamientos de la Provincia de Barcelona. A continuación, se muestran las preguntas relacionadas con determinados ODS."
QUESTIONS,Preguntas
ND,No disponible
BUDGET_RANKING,Clasificación del presupuesto por hitos
BUDGET_SUMMARY,"{city} dedicó **{value}** al ODS {sdg} el año {year}, el {percent} de su presupuesto."
BUDGET_EVOLUTION,Evolución
EXPLORE_BUDGET_EVOLUTION,Explora la evolución del presupuesto total o por hitos dedicado al ODS {sdg}.
TOTAL,Total
POINTS_DESCRIPTION,"El índice global muestra la puntuación agregada del municipio en relación con los Objetivos de Desarrollo Sostenible. Para el cálculo, se han normalizado los indicadores de cada ODS y se ha obtenido una media ponderada que permite comparar de manera sintética el grado de cumplimiento de los objetivos."
POBLACIO,Población
SYNTHETIC_INDEX,Índice sintético
ANALISI,Análisis
INICI,Inicio
METODOLOGIA,Metodología
NAVEGA_PER_ODS,Navega por ODS
CERCA_ODS,Buscar ODS
ALL_TARGETS,Todos
SEE_ALL_TARGETS,Ver indicadores para todos los hitos del ODS
SHOW_ALL_INDICATORS,Se muestran los indicadores de todos los hitos del ODS {sdg}.
VEURE_DADES,Ver datos
FITES_LOCALITZADES,Hitos localizados
Indicadores_RELACIONATS,Indicadores relacionados
NO_INDICATORS_AVAILABLE,Indicadores no disponibles
RELACIO_ENTRE_ODS,Relación entre ODS
RELACIO_ENTRE_ODS_DESC,Seleccione los ODS para analizar correlaciones entre ellos a escala general o por comarca.
SIZE,Tamaño del punto
FACET,Segmentación
NONE,Capítulo
BY_COMARCA,Segmentar por comarca
SHOW_MEDIAN_LINES,Mostrar medianas
TOTES,Todos
INDEX_SINTETIC,Índice sintético
INDEX_SINTETIC_TEXT,"La visualización muestra la distribución del valor del índice en una escala de 0 a 100, lo que permite comparar los municipios entre sí y detectar diferencias territoriales."
VALOR_NORMALITZAT,Valor normalizado
ESCALA_LOGARITMICA,Escala logarítmica
DESCARREGA_INFORME,Descarga el informe en PDF
NA,No aplica
MAX,Máx.
MIN,Mín.
HABITANTS,hab.
PLA_MUNICIPAL,Plan municipal
PLA_COMARCAL,Plan comarcal
PLA_INTERMUNICIPAL,Plan intermunicipal
ANALISI_DESC,"Esta sección tiene un carácter exploratorio y permite visualizar de manera conjunta el grado de cumplimiento de los diferentes ODS en los municipios, a través de los índices sintéticos."
DISTRIBUCIO_ODS,Distribución de los ODS
DISTRIBUCIO_ODS_DESC,La visualización muestra la distribución de los municipios para cada ODS y permite identificar patrones y diferencias territoriales. También se puede filtrar por comarca.
VISIO_GENERAL,Visión general
SHOW_TREND_LINE,Mostrar la línea de tendencia
INDICATORS_TEXT,"A continuación, para facilitar un análisis más específico, se presenta el detalle de los indicadores que componen el ODS, cada uno con su propia unidad de medida."
INDICADOR_ASSOCIAT,Este indicador está asociado al Hito {target}
TRAM,Tramo
MUNICIPI,Municipio
TOTS,Todos
CERCA,Buscar
EXPLORA_CAPES,Explora las diferentes capas de información que explican el cumplimiento del ODS
INDICATORS_DESCRIPTION,A continuación se muestran los indicadores seleccionados para hacer el seguimiento del cumplimiento de los hitos localizados asociados al ODS **{sdg}**. La selección tiene en cuenta la capacidad de actuación de los gobiernos locales y la disponibilidad de datos estadísticos.
BUDGET_DESCRIPTION,El presupuesto asignado refleja los recursos económicos destinados a iniciativas vinculadas al ODS **{sdg}**.
PLANS_ESTRATEGICS,Planes estratégicos
PLANS_ESTRATEGICS_DESCRIPTION,Los planes estratégicos se han diseñado teniendo en cuenta los principios de la Agenda 2030. A continuación se muestra la contribución al ODS **{sdg}** de las acciones de los planes que aplican al municipio. La contribución se expresa en porcentajes.
VALORATION,Valoración ciudadana
VALORATION_DESCRIPTION,"La valoración ciudadana sobre el ODS **{sdg}** proviene de una selección de preguntas del Dibarómetro, la encuesta sobre la percepción ciudadana del municipio, los servicios y la administración de los ayuntamientos de la Provincia de Barcelona."
SDG_GENERIC_TEXT,"A continuación se muestra un resumen del grado de cumplimiento de **{sdg}**en los municipios, a partir de un índice sintético construido con una selección cuidadosa de indicadores, escogidos según su relevancia temática y la disponibilidad de datos a escala municipal."
DESGLOSSAMENT_PLA,Desglose del programa en temas:
PLANS_SUBTITLE,"Los planes estratégicos se han diseñado teniendo en cuenta los principios de la Agenda 2030. A continuación se muestra la contribución de las acciones del plan seleccionado a cada uno de los 17 ODS, contribución expresada en porcentajes."
DOWNLOAD_DATA,Descarga los datos
DOWNLOAD_IMAGE,Descarga la imagen
METODOLOGIA_SHORT_DESC,"- El proceso de localización de los ODS y la selección de hitos aplicables a escala municipal.
- Los criterios utilizados para seleccionar los indicadores.
- Los ajustes aplicados: ponderación por población, segmentaciones, agrupaciones, winsorización.
- El cálculo del índice sintético y su interpretación.
- La cobertura territorial y temporal, y el modelo de actualización de datos."
METODOLOGIA_DESC,"El visor 2030 tiene como objetivo medir y comparar el grado de cumplimiento de los Objetivos de Desarrollo Sostenible (ODS) en los municipios de la Provincia de Barcelona mediante indicadores ponderados y un índice sintético.

A continuación se detalla el procedimiento metodológico:"
METODOLOGIA_PAGE.LOCALITZACIO,Localización de los ODS
METODOLOGIA_PAGE.LOCALITZACIO_DESC,Se ha llevado a cabo un proceso de localización de los ODS para identificar aquellos hitos con mayor relevancia en el contexto municipal. Este proceso ha permitido priorizar los hitos relacionados con ámbitos de actuación directa de los gobiernos locales y con disponibilidad de información estadística.
METODOLOGIA_PAGE.SELECCIO_Indicadores,Selección de Indicadores
METODOLOGIA_PAGE.SELECCIO_Indicadores_DESC,"En total, se muestran 76 indicadores, distribuidos entre los 17 ODS, cubriendo dimensiones sociales, económicas, ambientales e institucionales. Se ha procurado garantizar una distribución equilibrada entre objetivos y una representación adecuada del territorio"
METODOLOGIA_PAGE.SELECCIO_Indicadores_TEXT,"**La selección de los Indicadores se ha realizado siguiendo los siguientes criterios**

- Disponibilidad de datos para un número representativo de municipios de la provincia.
- Existencia de datos históricos con la máxima continuidad temporal posible según la disponibilidad de cada fuente.
- Representatividad respecto al Hito de referencia.
- Calidad de la fuente (principalmente fuentes oficiales y públicas).

**La selección de Indicadores se basa en las siguientes referencias:**

- Comisión de Estadística de las Naciones Unidas, en relación con la Agenda 2030 para el Desarrollo Sostenible.
- Conjunto de Indicadores ODS para la Unión Europea, liderados por Eurostat.
- Indicadores de los Objetivos de Desarrollo Sostenible para Catalunya, desarrollados por Idescat conjuntamente con el CADS (Consejo Asesor para el Desarrollo Sostenible de Catalunya)."
METODOLOGIA_PAGE.PONDERACIO,Ponderación y ajustes metodológicos
METODOLOGIA_PAGE.PONDERACIO_DESC,"Para garantizar la comparabilidad entre municipios con características muy diversas, se han aplicado varios ajustes metodológicos a los indicadores:"
METODOLOGIA_PAGE.PONDERACIO_1_TITLE,Ponderación por población
METODOLOGIA_PAGE.PONDERACIO_1_DESC,"Ponderación por población: en aquellos indicadores donde el volumen absoluto podría introducir sesgos, se ha ajustado el valor teniendo en cuenta el número de habitantes de cada municipio. Esto permite obtener medidas relativas (por persona o por mil habitantes), que son más comparables entre municipios de diferentes tamaños."
METODOLOGIA_PAGE.PONDERACIO_2_TITLE,Ajustes específicos
METODOLOGIA_PAGE.PONDERACIO_2_DESC,"En algunos casos se han aplicado cálculos porcentuales, segmentaciones por colectivos (por ejemplo, por sexo o por grupos de edad), así como agrupaciones de indicadores relacionados."
METODOLOGIA_PAGE.PONDERACIO_3_TITLE,Comparativa territorial con la comarca y la provincia
METODOLOGIA_PAGE.PONDERACIO_3_DESC,"Para facilitar la lectura contextual de los resultados municipales, se han incluido valores de referencia comarcales y provinciales. En los casos en que la fuente de datos no proporciona información agregada directamente por comarca o provincia, se ha calculado la media estadística a partir de los valores disponibles de los municipios de cada ámbito territorial."
METODOLOGIA_PAGE.PONDERACIO_4_TITLE,Winsorización de valores extremos
METODOLOGIA_PAGE.PONDERACIO_4_DESC,"Para evitar que valores atípicos (outliers) distorsionen los resultados de los indicadores y del índice sintético, se ha aplicado un proceso de winsorización. Este método consiste en limitar los valores más extremos de un indicador sustituyéndolos por los percentiles límite. De esta manera, se reduce el impacto de casos extremos sin eliminar datos, garantizando que los datos sean comparables."
METODOLOGIA_PAGE.INDEX_SINTETIC,Cálculo del índice sintético
METODOLOGIA_PAGE.INDEX_SINTETIC_DESC,"El índice sintético de cumplimiento de los ODS por municipio se construye a partir de una selección específica de indicadores para cada ODS, escogidos en función de su relevancia temática y de la disponibilidad de datos con cobertura municipal.

A cada indicador se le asigna un peso específico dentro del objetivo correspondiente, de acuerdo con criterios técnicos establecidos para garantizar un equilibrio entre representatividad y calidad estadística. Los valores ponderados se agregan para calcular un índice global por municipio, expresado en una escala de 0 a 100, donde 100 representa el máximo grado de cumplimiento de los ODS en el conjunto de los indicadores considerados."
METODOLOGIA_PAGE.INDEX_SINTETIC_FORMULA,"**Fórmula general del índice**

- Indicador positivo = ((Valor - Mín) / (Máx - Mín) * 100) * peso
- Indicador negativo = ((Máx - Valor) / (Máx - Mín) * 100) * peso"
METODOLOGIA_PAGE.COBERTURA_TITLE,Cobertura territorial y temporal
METODOLOGIA_PAGE.COBERTURA_DESC,El visor incluye los municipios de la Provincia de Barcelona que disponen de datos suficientes para el cálculo del índice. El período analizado se adapta a la disponibilidad de datos de cada fuente y puede variar según el indicador.
METODOLOGIA_PAGE.ACTUALITZACIO_TITLE,Actualización y mejora continua
METODOLOGIA_PAGE.ACTUALITZACIO_DESC,"La metodología está diseñada para ser escalable y adaptable. Se prevé la incorporación progresiva de nuevos indicadores y hitos, así como la actualización periódica de datos. Todos los cambios metodológicos futuros serán documentados y publicados."
METODOLOGIA_PAGE.NOTA_TITLE,Nota sobre los datos
METODOLOGIA_PAGE.NOTA_DESC,"En algunos casos puntuales, los datos más recientes pueden contener valores anómalos o no disponibles para determinados municipios, debido a cambios en las fuentes originales o incidencias en los procesos de actualización automática. En estos casos, se opta por mostrar únicamente los años y valores considerados fiables."
footer.sections.1.title,Institución
footer.sections.1.items.1.text,La Diputació de Barcelona
footer.sections.1.items.1.link,https://www.diba.cat/es/web/ladiputacio
footer.sections.1.items.2.text,Recintos
footer.sections.1.items.2.link,https://www.diba.cat/es/web/recintes
footer.sections.1.items.3.text,Contacto
footer.sections.1.items.3.link,https://www.diba.cat/ca/contacte
footer.sections.2.title,Actualidad
footer.sections.2.items.1.text,El Diario de la Diba
footer.sections.2.items.1.link,https://www.diba.cat/ca/web/el-diari
footer.sections.2.items.2.text,Nuestros boletines
footer.sections.2.items.2.link,https://www.diba.cat/ca/web/sala-de-premsa/butlletins-diba
footer.sections.2.items.3.text,Comunidad práctica
footer.sections.2.items.3.link,https://www.diba.cat/ca/comunitats-de-practica
footer.sections.3.title,Directorio
footer.sections.3.items.1.text,Directorio de contacto
footer.sections.3.items.1.link,https://www.diba.cat/ca/web/directori
footer.sections.3.items.2.text,Directorio de redes sociales
footer.sections.3.items.2.link,https://www.diba.cat/ca/xarxes-socials
footer.sections.3.items.3.text,Directorio de Apps
footer.sections.3.items.3.link,https://www.diba.cat/ca/apps
footer.legal.text,Aviso legal
footer.legal.link,https://www.diba.cat/ca/avislegal
footer.access.text,Accesibilidad
footer.access.link,https://www.diba.cat/ca/accessibilitat
footer.mapa.text,Mapa web
footer.mapa.link,https://www.diba.cat/ca/mapa-web
footer.address,"Diputació de Barcelona. Rambla de Catalunya, 126. 08008 Barcelona. Tel. 934 022 222"
RELACIO_ENTRE_Indicadores,Relación entre Indicadores
RELACIO_ENTRE_Indicadores_DESC,"Lorem ipsum dolor sit amet, consectetur adipisicing elit. Mollitia corporis perferendis impedit facere. Hic sapiente quis ex laboriosam repellendus, tempore alias eum aliquid repudiandae, in quidem!"
COMPARE_WITH,Comparar con
SEGMENT_BY,Ver datos por
COMPARE_PREVIOUS,Comparar con encuesta anterior
DIBAROMETRE_NO_QUESTIONS,Para este ODS no hay preguntas de valoración ciudadana asociadas.
DIBAROMETRE_NO_DATA,No hay datos disponibles para {municipi}.
DIBAROMETRE_NO_DATA_YEAR,No hay datos disponibles para este año.
MENU,Menú
CONTRIBUCIO_ODS,%
LLISTA_Indicadores,Lista de Indicadores del ODS
PREVIOUS_SDG,ODS anterior
NEXT_SDG,ODS siguiente
YEAR,Año
PLA_ESTRATEGIC,Plan estratégico
CONSULTEU_CAPES_INFO,Consulte las siguientes capas de información
FONT_PRESSUPOST,Fuente de datos de presupuestos:
PRESSUPOST_LINK,Gobierto budgets data
INDEX_SDG,Índice ODS {sdg}
SOURCE_CONTEXT,Fuentes
SOURCE_CONTEXT_INFO,"- Población: [Municipios de la Provincia de Barcelona.](https://www.diba.cat/ca/web/municipis) (Diputació de Barcelona)
- Renta: [Indicadores de renta media y mediana](https://www.ine.es/jaxiT3/Tabla.htm?t=30896) (INE)"
NO_DATE_FOR_BUDGET,No hay assignación de presupuesto para el ODS
AVIS_LEGAL_PAGE.TITLE,Aviso legal
