key,value
SDGS.17.TARGETS.17.INDICATORS.2.SOURCE,- [Entitats jurídiques del Registre d’entitats de Catalunya](https://analisi.transparenciacatalunya.cat/Legislaci-just-cia/Entitats-jur-diques-del-Registre-d-entitats-de-Cat/y6fz-g3ff/about_data) (Dades Obertes de Catalunya)\n- [Dades històriques de població dels municipis de Catalunya](https://analisi.transparenciacatalunya.cat/Sector-P-blic/Dades-hist-riques-de-poblaci-dels-municipis-de-Cat/x5sz-niat/about_data) (Dades Obertes de Catalunya)
SDGS.17.TARGETS.17.INDICATORS.2.UNIT,entitats/100.000 hab.
SDGS.17.TARGETS.17.INDICATORS.2.VALUES.1.TITLE,Nombre entitats noves
SDGS.17.TARGETS.17.INDICATORS.2.VALUES.1.UNIT,entitats
SDGS.17.TARGETS.17.INDICATORS.2.VALUES.2.TITLE,Població total
SDGS.17.TARGETS.17.INDICATORS.2.VALUES.2.UNIT,persones
SDGS.17.TARGETS.18.DESCRIPTION,"Millorar la disponibilitat de dades d’alta qualitat, oportunes i fiables"
SDGS.17.TARGETS.19.DESCRIPTION,Fomentar i donar suport a la creació de sistemes seguiment i indicadors que permetin mesurar els progresos en l'assoliment dels ODS.
SDGS.undefined.TARGETS.undefined.INDICATORS.undefined.SOURCE,"- [RFDB i RFDB per habitant](https://api.idescat.cat/taules/v2/rfdbc/13301/14148/) (IDESCAT)

Consums de combustibles líquids estimats a partir de dades provincials i catalanes. Dades de RFBD a escala municipal: per a municipis petits hi ha la dada comarcal. Dades de mobilitat a partir del parc de vehicles, no s'inclou la despesa en transport públic."
PROGRAMS.0,DEUTE PÚBLIC
PROGRAMS.1,SERVEIS PÚBLICS BÀSICS
PROGRAMS.2,ACTUACIONS DE PROTECCIÓ I PROMOCIÓ SOCIAL
PROGRAMS.3,PRODUCCIÓ DE BÉNS PÚBLICS DE CARÀCTER PREFERENT
PROGRAMS.4,ACTUACIONS DE CARÀCTER ECONÒMIC
PROGRAMS.9,ACTUACIONS DE CARÀCTER GENERAL
PROGRAMS.13,Seguretat i mobilitat ciutadana
PROGRAMS.15,Habitatge i urbanisme
PROGRAMS.16,Benestar comunitari
PROGRAMS.17,Medi ambient
PROGRAMS.21,Pensions
PROGRAMS.22,Altres prestacions econòmiques a favor d’empleats
PROGRAMS.23,Serveis Socials i promoció social
PROGRAMS.24,Foment de l’Ocupació
PROGRAMS.31,Sanitat
PROGRAMS.32,Educació
PROGRAMS.33,Cultura
PROGRAMS.34,Esport
PROGRAMS.41,"Agricultura, Ramaderia i Pesca"
PROGRAMS.42,Indústria i energia
PROGRAMS.43,"Comerç, turisme i petites i mitjanes empreses"
PROGRAMS.44,Transport públic
PROGRAMS.45,Infraestructures
PROGRAMS.46,"Investigació, desenvolupament i innovació"
PROGRAMS.49,Altres actuacions de caràcter econòmic
PROGRAMS.91,Òrgans de govern
PROGRAMS.92,Serveis de caràcter general
PROGRAMS.93,Administració financera i tributària
PROGRAMS.94,Transferències a altres Administracions Públiques
PROGRAMS.130,Administració General de la Seguretat i Protecció Civil
PROGRAMS.132,Seguretat i ordre públic
PROGRAMS.133,Ordenació del trànsit i de l'estacionament
PROGRAMS.134,Mobilitat urbana
PROGRAMS.135,Protecció civil
PROGRAMS.136,Servei de prevenció i extinció d'incendis
PROGRAMS.150,Administració General d’Habitatge i Urbanisme
PROGRAMS.151,"Urbanisme: planejament, gestió, execució i disciplina urbanística"
PROGRAMS.152,Habitatge
PROGRAMS.153,Vies públiques
PROGRAMS.160,Clavegueram
PROGRAMS.161,Subministrament domiciliari d’aigua potable
PROGRAMS.162,"Recollida, gestió i tractament de residus"
PROGRAMS.163,Neteja viària
PROGRAMS.164,Cementiris i serveis funeraris
PROGRAMS.165,Enllumenat públic
PROGRAMS.170,Administració general del medi ambient
PROGRAMS.171,Parcs i jardins
PROGRAMS.172,Protecció i millora del medi ambient
PROGRAMS.211,Pensions
PROGRAMS.221,Altres prestacions econòmiques a favor d’empleats
PROGRAMS.231,Assistència social primària
PROGRAMS.241,Foment de l’Ocupació
PROGRAMS.311,Protecció de la salubritat pública
PROGRAMS.312,"Hospitals, serveis assistencials i centres de salut"
PROGRAMS.320,Administració general d’educació
PROGRAMS.321,Creació de Centres docents d’ensenyament preescolar i primari
PROGRAMS.322,Creació de Centres docents d’ensenyament secundari
PROGRAMS.323,"Funcionament de Centres docents d’ensenyament preescolar, primari i educació especial"
PROGRAMS.324,Funcionament de Centres docents d’ensenyament secundari
PROGRAMS.325,Vigilància del compliment de l’escolaritat obligatòria
PROGRAMS.326,Serveis complementaris d’educació
PROGRAMS.327,Foment de la convivència ciutadana
PROGRAMS.330,Administració General de Cultura
PROGRAMS.332,Biblioteques i Arxius
PROGRAMS.333,Equipaments culturals i museus
PROGRAMS.334,Promoció cultural
PROGRAMS.336,Protecció i gestió del Patrimoni Històric-Artístic
PROGRAMS.337,Instal·lacions d’oci
PROGRAMS.338,Festes populars i celebracions
PROGRAMS.340,Administració General d’Esports
PROGRAMS.341,Promoció i foment de l’esport
PROGRAMS.342,Instal·lacions esportives
PROGRAMS.410,"Administració General d’Agricultura, Ramaderia i Pesca"
PROGRAMS.412,Millora de les estructures agropecuàries i dels sistemes productius
PROGRAMS.414,Desenvolupament rural
PROGRAMS.415,Protecció i desenvolupament dels recursos pesquers
PROGRAMS.419,"Altres actuacions en agricultura, ramaderia i pesca"
PROGRAMS.420,Administració General d’Indústria i energia
PROGRAMS.422,Indústria
PROGRAMS.423,Mineria
PROGRAMS.425,Energia
PROGRAMS.430,"Administració General de Comerç, turisme i petites i mitjanes empreses"
PROGRAMS.431,Comerç
PROGRAMS.432,Informació i promoció turística
PROGRAMS.433,Desenvolupament empresarial
PROGRAMS.439,Altres actuacions sectorials
PROGRAMS.440,Administració general del transport
PROGRAMS.441,Transport de viatgers
PROGRAMS.442,Infraestructures del transport
PROGRAMS.443,Transport de mercaderies
PROGRAMS.450,Administració General d’Infraestructures
PROGRAMS.452,Recursos Hidràulics
PROGRAMS.453,Carreteres
PROGRAMS.454,Camins veïnals
PROGRAMS.459,Altres infraestructures
PROGRAMS.462,Investigació i estudis relacionats amb els serveis públics
PROGRAMS.463,"Investigació científica, tècnica i aplicada"
PROGRAMS.491,Societat de la informació
PROGRAMS.492,Gestió del coneixement
PROGRAMS.493,Protecció de consumidors i usuaris
PROGRAMS.912,Òrgans de govern
PROGRAMS.920,Administració General
PROGRAMS.922,Coordinació i organització institucional de les entitats locals
PROGRAMS.923,Informació bàsica i estadística
PROGRAMS.924,Participació ciutadana
PROGRAMS.925,Atenció als ciutadans
PROGRAMS.926,Comunicacions internes
PROGRAMS.929,"Imprevistos, situacions transitòries i contingències d’execució"
PROGRAMS.931,Política econòmica i fiscal
PROGRAMS.932,Gestió del sistema tributari
PROGRAMS.933,Gestió del patrimoni
PROGRAMS.934,Gestió del deute i de la tresoreria
PROGRAMS.941,Transferències a Comunitats Autònomes
PROGRAMS.942,Transferències a Entitats Locals territorials
PROGRAMS.943,Transferències a altres Entitats Locals
PROGRAMS.944,Transferències a l’Administració General de l’Estat
PROGRAMS.1521,Promoció i gestió d’habitatge de protecció pública
PROGRAMS.1522,Conservació i rehabilitació de l’edificació
PROGRAMS.1531,Accés als nuclis de població
PROGRAMS.1532,Pavimentació de vies públiques
PROGRAMS.1621,Recollida de residus
PROGRAMS.1622,Gestió de residus sòlids urbans
PROGRAMS.1623,Tractament de residus
PROGRAMS.1721,"Protecció contra la contaminació acústica, lumínica i atmosfèrica en zones urbanes"
PROGRAMS.3321,Biblioteques Públiques
PROGRAMS.3322,Arxius
PROGRAMS.4311,Fires
PROGRAMS.4312,"Mercats, Abastos i Llotges"
PROGRAMS.4313,Comerç Ambulant
PROGRAMS.4411,Transport col·lectiu urbà de viatgers
PROGRAMS.4412,Altres transports de viatgers
PROGRAMS.9231,Gestió del Padró Municipal d’Habitants
PROGRAMS.01,Deute Públic
PROGRAMS.011,Deute Públic
COMARCA,Comarca
RENDA_FAMILIAR,Renda mediana
INDEX_GLOBAL_SDG,Índex global ODS
TIPUS_GRAFIC,Tipus de gràfic
PLANS_TITLE,Plans estratègics
VALORATION_TITLE,Valoració ciutadana
VALORATION_SUBTITLE,"La valoració ciutadana sobre aspectes relacionats amb els ODS prové d’una selecció de preguntes del Dibaròmetre, l’enquesta sobre la percepció ciutadana del municipi, els serveis i l’administració dels ajuntaments de la província de Barcelona. A continuació, es mostren les preguntes relacionades amb determinats ODS."
QUESTIONS,Preguntes
ND,No disponible
BUDGET_RANKING,Classificació del pressupost per fites
BUDGET_SUMMARY,"{city} va dedicar **{value}** a l'ODS {sdg} l'any {year}, el {percent} del seu pressupost."
BUDGET_EVOLUTION,Evolució
EXPLORE_BUDGET_EVOLUTION,Explora l’evolució del pressupost total o per fites dedicat a l’ODS {sdg}.
TOTAL,Total
POINTS_DESCRIPTION,"L’índex global mostra la puntuació agregada del municipi en relació amb els Objectius de Desenvolupament Sostenible. Per al càlcul, s’han normalitzat els indicadors de cada ODS i s’ha obtingut una mitjana ponderada que permet comparar de manera sintètica el grau d’assoliment dels objectius."
POBLACIO,Població
SYNTHETIC_INDEX,Índex sintètic
ANALISI,Anàlisi
INICI,Inici
METODOLOGIA,Metodologia
NAVEGA_PER_ODS,Navega per ODS
CERCA_ODS,Cerca ODS
ALL_TARGETS,Totes
SEE_ALL_TARGETS,Veure indicadors per a totes les fites de l'ODS
SHOW_ALL_INDICATORS,Es mostren els indicadors de totes les fites de l'ODS {sdg}.
VEURE_DADES,Veure dades
FITES_LOCALITZADES,Fites localitzades
INDICADORS_RELACIONATS,Indicadors relacionats
NO_INDICATORS_AVAILABLE,Indicadors no disponibles
RELACIO_ENTRE_ODS,Relació entre ODS
RELACIO_ENTRE_ODS_DESC,Seleccioneu els ODS per analitzar correlacions entre ells a escala general o per comarca.
SIZE,Mida del punt
FACET,Segmentació
NONE,Cap
BY_COMARCA,Segmentar per comarca
SHOW_MEDIAN_LINES,Mostrar medianes
TOTES,Totes
INDEX_SINTETIC,Índex sintètic
INDEX_SINTETIC_TEXT,"La visualització mostra la distribució del valor de l’índex en una escala de 0 a 100, fet que permet comparar els municipis entre ells i detectar diferències territorials."
VALOR_NORMALITZAT,Valor normalitzat
ESCALA_LOGARITMICA,Escala logarítmica
DESCARREGA_INFORME,Descarrega l'informe en PDF
NA,No aplica
MAX,Màx.
MIN,Mín.
HABITANTS,hab.
PLA_MUNICIPAL,Pla municipal
PLA_COMARCAL,Pla comarcal
PLA_INTERMUNICIPAL,Pla intermunicipal
ANALISI_DESC,"Aquesta secció té un caràcter exploratori i permet visualitzar de manera conjunta el grau d’assoliment dels diferents ODS als municipis, a través dels índexs sintètics."
DISTRIBUCIO_ODS,Distribució dels ODS
DISTRIBUCIO_ODS_DESC,La visualització mostra la distribució dels municipis per a cada ODS i permet identificar patrons i diferències territorials. També es pot filtrar per comarca.
VISIO_GENERAL,Visió general
SHOW_TREND_LINE,Mostrar la línia de tendència
INDICATORS_TEXT,"A continuació, per facilitar una anàlisi més específica, es presenta el detall dels indicadors que componen l’ODS, cadascun amb la seva pròpia unitat de mesura."
INDICADOR_ASSOCIAT,Aquest indicador està associat a la fita {target}
TRAM,Tram
MUNICIPI,Municipi
TOTS,Tots
CERCA,Cerca
EXPLORA_CAPES,Explora les diferents capes d'informació que expliquen el compliment de l'ODS
INDICATORS_DESCRIPTION,A continuació es mostren els indicadors seleccionats per fer el seguiment del compliment de les fites localitzades associades a l'ODS **{sdg}**. La selecció té en compte la capacitat d’actuació dels governs locals i la disponibilitat de dades estadístiques.
BUDGET_DESCRIPTION,El pressupost assignat reflecteix els recursos econòmics destinats a iniciatives vinculades a l'ODS **{sdg}**.
PLANS_ESTRATEGICS,Plans estratègics
PLANS_ESTRATEGICS_DESCRIPTION,Els plans estratègics s’han dissenyat tenint en compte els principis de l’Agenda 2030. A continuació es mostra la contribució a l'ODS **{sdg}** de les accions dels plans que apliquen al municipi. La contribució s'expressa en percentatges.
VALORATION,Valoració ciutadana
VALORATION_DESCRIPTION,"La valoració ciutadana sobre l’ODS **{sdg}** prové d’una selecció de preguntes del Dibaròmetre, l’enquesta sobre la percepció ciutadana del municipi, els serveis i l’administració dels ajuntaments de la província de Barcelona"
SDG_GENERIC_TEXT,"A continuació es mostra un resum del grau d’assoliment de **{sdg}** als municipis, a partir d’un índex sintètic construït amb una selecció acurada d’indicadors, escollits segons la seva rellevància temàtica i la disponibilitat de dades a escala municipal."
DESGLOSSAMENT_PLA,Desglossament del programa en temes:
PLANS_SUBTITLE,"Els plans estratègics s’han dissenyat tenint en compte els principis de l’Agenda 2030. A continuació es mostra la contribució de les accions del pla seleccionat a cadascun dels 17 ODS, contribució expressada en percentatges."
DOWNLOAD_DATA,Descarrega les dades
DOWNLOAD_IMAGE,Descarrega la imatge
METODOLOGIA_SHORT_DESC,"- El procés de localització dels ODS i la selecció de fites aplicables a escala municipal.
- Els criteris utilitzats per seleccionar els indicadors.
- Els ajustaments aplicats: ponderació per població, segmentacions, agrupacions, winsorització.
- El càlcul de l’índex sintètic i la seva interpretació.
- La cobertura territorial i temporal, i el model d’actualització de dades."
METODOLOGIA_DESC,"El visor 2030 té com a objectiu mesurar i comparar el grau d’assoliment dels Objectius de Desenvolupament Sostenible (ODS) als municipis de la província de Barcelona mitjançant indicadors ponderats i un índex sintètic.

A continuació es detalla el procediment metodològic."
METODOLOGIA_PAGE.LOCALITZACIO,Localització dels ODS
METODOLOGIA_PAGE.LOCALITZACIO_DESC,S’ha dut a terme un procés de localització dels ODS per identificar aquelles fites amb més rellevància al context municipal. Aquest procés ha permès prioritzar les fites relacionades amb àmbits d’actuació directa dels governs locals i amb disponibilitat d’informació estadística.
METODOLOGIA_PAGE.SELECCIO_INDICADORS,Selecció d’indicadors
METODOLOGIA_PAGE.SELECCIO_INDICADORS_DESC,"En total, es mostren 76 indicadors, distribuïts entre els 17 ODS, cobrint dimensions socials, econòmiques, ambientals i institucionals. S’ha procurat garantir una distribució equilibrada entre objectius i una representació adequada del territori."
METODOLOGIA_PAGE.SELECCIO_INDICADORS_TEXT,"**La selecció d’indicadors s’ha realitzat seguint els següents criteris:**

- Disponibilitat de dades per a un nombre representatiu de municipis de la província.
- Existència de dades històriques amb la màxima continuïtat temporal de dades possible segons la disponibilitat de cada font.
- Representativitat respecte a la fita de referència.
- Qualitat de la font (principalment fonts oficials i públiques).

**La selecció d’indicadors es basa en les següents referències:**

- Comissió d’Estadística de les Nacions Unides, en relació amb l’Agenda 2030 per al Desenvolupament Sostenible.
- Conjunt d’indicadors ODS per a la Unió Europea, liderats per Eurostat.
- Indicadors dels Objectius de Desenvolupament Sostenible per a Catalunya, desenvolupats per Idescat conjuntament amb el CADS (Consell Assessor per al Desenvolupament Sostenible de Catalunya)."
METODOLOGIA_PAGE.PONDERACIO,Ponderació i ajustaments metodològics
METODOLOGIA_PAGE.PONDERACIO_DESC,"Per tal de garantir la comparativa entre municipis amb característiques molt diverses, s’han aplicat diversos ajustaments metodològics als indicadors:"
METODOLOGIA_PAGE.PONDERACIO_1_TITLE,Ponderació per població
METODOLOGIA_PAGE.PONDERACIO_1_DESC,"Ponderació per població: en aquells indicadors on el volum absolut podria introduir biaixos s’ha ajustat el valor tenint en compte el nombre d’habitants de cada municipi. Això permet obtenir mesures relatives (per persona o per mil habitants), que són més comparables entre municipis de diferents dimensions."
METODOLOGIA_PAGE.PONDERACIO_2_TITLE,Ajustaments específics
METODOLOGIA_PAGE.PONDERACIO_2_DESC,"En alguns casos s’han aplicat càlculs percentuals, segmentacions per col·lectius (per exemple, per sexe o per grups d’edat), així com agrupacions d’indicadors relacionats."
METODOLOGIA_PAGE.PONDERACIO_3_TITLE,Comparativa territorial amb la comarca i la província
METODOLOGIA_PAGE.PONDERACIO_3_DESC,"Per facilitar la lectura contextual dels resultats municipals, s’han inclòs valors de referència comarcals i provincials. En els casos en què la font de dades no proporciona informació agregada directament per comarca o província, s’ha calculat la mitjana estadística a partir dels valors disponibles dels municipis de cada àmbit territorial."
METODOLOGIA_PAGE.PONDERACIO_4_TITLE,Winsorització de valors extrems
METODOLOGIA_PAGE.PONDERACIO_4_DESC,"Per evitar que valors atípics (outliers) distorsionin els resultats dels indicadors i de l’índex sintètic, s’ha aplicat un procés de winsorització. Aquest mètode consisteix a limitar els valors més extrems d’un indicador substituint-los pels percentils límit. D’aquesta manera, es redueix l’impacte de casos extrems sense eliminar dades, garantit que les dades siguin comparables."
METODOLOGIA_PAGE.INDEX_SINTETIC,Càlcul de l’índex sintètic
METODOLOGIA_PAGE.INDEX_SINTETIC_DESC,"L’índex sintètic de compliment dels ODS per municipi es construeix a partir d’una selecció específica d’indicadors per a cada ODS, escollits en funció de la seva rellevància temàtica i de la disponibilitat de dades amb cobertura municipal.

A cada indicador se li assigna un pes específic dins de l’objectiu corresponent, d’acord amb criteris tècnics establerts per garantir un equilibri entre representativitat i qualitat estadística. Els valors ponderats s’agreguen per calcular un índex global per municipi, expressat en una escala de 0 a 100, on 100 representa el màxim grau d’assoliment dels ODS en el conjunt dels indicadors considerats."
METODOLOGIA_PAGE.INDEX_SINTETIC_FORMULA,"**Fórmula general de l’índex:**

- Indicador positiu = ((Valor - Min) / (Max - Min) * 100) * pes
- Indicador negatiu = ((Max - Valor) / (Max - Min) * 100) * pes"
METODOLOGIA_PAGE.COBERTURA_TITLE,Cobertura territorial i temporal
METODOLOGIA_PAGE.COBERTURA_DESC,El visor inclou els municipis de la província de Barcelona que disposen de dades suficients per al càlcul de l’índex. El període analitzat s’adapta a la disponibilitat de dades de cada font i pot variar segons l’indicador.
METODOLOGIA_PAGE.ACTUALITZACIO_TITLE,Actualització i millora contínua
METODOLOGIA_PAGE.ACTUALITZACIO_DESC,"La metodologia està dissenyada per ser escalable i adaptable. S’hi preveu la incorporació progressiva de nous indicadors i fites, així com l’actualització periòdica de dades. Tots els canvis metodològics futurs seran documentats i publicats."
METODOLOGIA_PAGE.NOTA_TITLE,Nota sobre les dades
METODOLOGIA_PAGE.NOTA_DESC,"En alguns casos puntuals, les dades més recents poden contenir valors anòmals o no disponibles per a determinats municipis, a causa de canvis en les fonts originals o incidències en els processos d’actualització automàtica. En aquests casos, s’opta per mostrar únicament els anys i valors considerats fiables."
footer.sections.1.title,Institució
footer.sections.1.items.1.text,La Diputació de Barcelona
footer.sections.1.items.1.link,https://www.diba.cat/es/web/ladiputacio
footer.sections.1.items.2.text,Recintes
footer.sections.1.items.2.link,https://www.diba.cat/es/web/recintes
footer.sections.1.items.3.text,Contacte
footer.sections.1.items.3.link,https://www.diba.cat/ca/contacte
footer.sections.2.title,Actualitat
footer.sections.2.items.1.text,El Diari de la Diba
footer.sections.2.items.1.link,https://www.diba.cat/ca/web/el-diari
footer.sections.2.items.2.text,Els nostres butlletins
footer.sections.2.items.2.link,https://www.diba.cat/ca/web/sala-de-premsa/butlletins-diba
footer.sections.2.items.3.text,Comunitats de pràctica
footer.sections.2.items.3.link,https://www.diba.cat/ca/comunitats-de-practica
footer.sections.3.title,Directori
footer.sections.3.items.1.text,Directori de contacte
footer.sections.3.items.1.link,https://www.diba.cat/ca/web/directori
footer.sections.3.items.2.text,Directori de xarxes socials
footer.sections.3.items.2.link,https://www.diba.cat/ca/xarxes-socials
footer.sections.3.items.3.text,Directori d’apps
footer.sections.3.items.3.link,https://www.diba.cat/ca/apps
footer.legal.text,Avís legal
footer.legal.link,https://www.diba.cat/ca/avislegal
footer.access.text,Accessibilitat
footer.access.link,https://www.diba.cat/ca/accessibilitat
footer.mapa.text,Mapa web
footer.mapa.link,https://www.diba.cat/ca/mapa-web
footer.address,"Diputació de Barcelona. Rambla de Catalunya, 126. 08008 Barcelona. Tel. 934 022 222"
RELACIO_ENTRE_INDICADORS,Relació entre indicadors
RELACIO_ENTRE_INDICADORS_DESC,"Lorem ipsum dolor sit amet, consectetur adipisicing elit. Mollitia corporis perferendis impedit facere. Hic sapiente quis ex laboriosam repellendus, tempore alias eum aliquid repudiandae, in quidem!"
COMPARE_WITH,Comparar amb
SEGMENT_BY,Veure dades per
COMPARE_PREVIOUS,Comparar amb enquesta anterior
DIBAROMETRE_NO_QUESTIONS,Per a aquest ODS no hi ha preguntes de valoració ciutadana associades.
DIBAROMETRE_NO_DATA,No hi ha dades disponibles per {municipi}.
DIBAROMETRE_NO_DATA_YEAR,No hi ha dades disponibles per a aquest any.
MENU,Menú
CONTRIBUCIO_ODS,%
LLISTA_INDICADORS,Llista d'indicadors de l'ODS
PREVIOUS_SDG,ODS anterior
NEXT_SDG,ODS següent
YEAR,Any
PLA_ESTRATEGIC,Pla estratègic
CONSULTEU_CAPES_INFO,Consulteu les següents capes d'informació
FONT_PRESSUPOST,Font de dades de pressupostos: 
PRESSUPOST_LINK,Gobierto budgets data
INDEX_SDG,Índex ODS {sdg}
SOURCE_CONTEXT,Fonts
SOURCE_CONTEXT_INFO,"- Població: [Municipis de la província de Barcelona.](https://www.diba.cat/ca/web/municipis) (Diputació de Barcelona)
- Renda: [Indicadores de renta media y mediana](https://www.ine.es/jaxiT3/Tabla.htm?t=30896) (INE)"
NO_DATE_FOR_BUDGET,No hi ha assignació de pressupost per aquest ODS
AVIS_LEGAL_PAGE.TITLE,Avís legal
